seq_number,step_number,small_relevant,small_random,big_random,big_relevant,label
0:1:0,13,0,7,40,0
0:1:1,7,0,8,55,0
0:1:1,3,3,7,17,0
0:1:1,9,2,7,52,0
0:1:1,5,0,7,25,0
0:1:1,10,6,8,10,0
0:1:1,10,5,7,48,0
0:1:1,11,1,8,75,0
0:1:1,8,4,8,57,0
0:1:1,13,0,8,57,0
0:1:1,14,4,8,44,0
0:1:2,8,1,7,8,0
0:1:2,8,0,8,23,0
0:1:2,8,2,7,42,0
0:1:2,7,1,7,65,0
0:1:2,9,6,8,14,0
0:1:2,9,0,8,32,0
0:1:2,12,2,7,22,0
0:1:2,10,5,8,30,0
0:1:2,12,0,7,41,0
0:1:2,12,5,8,50,0
0:1:3,3,4,7,17,0
0:1:3,5,2,8,20,0
0:1:3,7,0,7,59,0
0:1:3,7,5,7,63,0
0:1:3,7,3,8,75,0
0:1:3,12,0,7,48,0
0:1:3,13,1,8,29,0
0:1:3,13,6,7,26,0
0:1:3,16,5,8,50,0
0:1:3,15,5,8,42,0
0:1:4,6,5,8,44,0
0:1:4,7,4,8,72,0
0:1:4,10,3,7,75,0
0:1:4,12,5,7,52,0
0:1:4,9,6,8,24,0
0:1:4,12,3,7,14,0
0:1:4,16,1,7,26,0
0:1:4,11,6,7,28,0
0:1:4,17,2,7,23,0
0:1:4,18,2,8,70,0
0:1:5,8,0,7,62,0
0:1:5,12,3,8,36,0
0:1:5,12,6,8,54,0
0:1:5,8,2,8,51,0
0:1:5,11,0,8,17,0
0:1:5,16,0,8,75,0
0:1:5,11,6,7,57,0
0:1:5,15,1,8,46,0
0:1:5,19,5,8,52,0
0:1:5,19,2,8,75,0
0:1:6,8,3,7,58,0
0:1:6,8,5,7,56,0
0:1:6,14,3,7,38,0
0:1:6,13,5,8,21,0
0:1:6,14,3,7,75,0
0:1:6,15,5,7,73,0
0:1:6,17,2,7,34,0
0:1:6,17,3,8,77,0
0:1:6,15,0,8,37,0
0:1:6,20,5,8,59,0
0:1:7,9,6,7,27,0
0:1:7,12,6,8,10,0
0:1:7,13,0,7,9,0
0:1:7,14,4,8,37,0
0:1:7,11,5,8,23,0
0:1:7,13,4,8,19,0
0:1:7,15,6,7,77,0
0:1:7,19,5,7,72,0
0:1:7,16,0,7,26,0
0:1:7,20,5,8,53,0
0:1:8,9,5,8,24,0
0:1:8,9,4,7,49,0
0:1:8,16,3,8,59,0
0:1:8,17,3,7,60,0
0:1:8,15,6,7,50,0
0:1:8,18,1,8,25,0
0:1:8,19,2,7,69,0
0:1:8,21,6,8,57,0
0:1:8,18,5,7,61,0
0:1:8,19,6,8,32,0
0:1:9,15,2,8,71,0
0:1:9,13,5,8,22,0
0:1:9,14,1,7,21,0
0:1:9,12,1,8,50,0
0:1:9,17,5,8,31,0
0:1:9,14,6,7,15,0
0:1:9,19,2,8,44,0
0:1:9,22,6,8,40,0
0:1:9,21,2,7,48,0
0:1:9,20,5,7,21,0
0:1:10,15,2,8,10,0
0:1:10,16,4,8,12,0
0:1:10,15,3,7,33,0
0:1:10,19,3,8,40,0
0:1:10,19,6,7,66,0
0:1:10,16,6,7,43,0
0:1:10,21,4,7,79,0
0:1:10,19,0,7,40,0
0:1:10,19,6,7,21,0
0:1:10,25,4,8,34,0
0:2:0,4,2,8,14,0
0:2:0,7,4,8,61,0
0:2:0,7,3,8,24,0
0:2:0,7,1,8,43,0
0:2:0,5,0,7,35,0
0:2:0,6,5,7,73,0
0:2:0,7,2,7,63,0
0:2:0,7,5,8,16,0
0:2:0,9,1,8,20,0
0:2:0,12,6,7,21,0
0:2:1,3,3,8,31,0
0:2:1,5,1,7,57,0
0:2:1,6,0,7,43,0
0:2:1,9,3,7,53,0
0:2:1,7,5,7,73,0
0:2:1,12,2,8,22,0
0:2:1,13,3,7,24,0
0:2:1,8,0,7,49,0
0:2:1,10,2,7,46,0
0:2:1,13,6,8,42,0
0:2:2,2,6,8,14,0
0:2:2,7,4,7,14,0
0:2:2,7,2,8,66,0
0:2:2,8,6,8,36,0
0:2:2,8,3,8,67,0
0:2:2,7,3,8,37,0
0:2:2,9,3,7,64,0
0:2:2,15,1,7,57,0
0:2:2,12,4,8,57,0
0:2:2,13,0,8,19,0
0:2:3,6,3,8,12,0
0:2:3,5,2,7,35,0
0:2:3,7,0,8,27,0
0:2:3,6,3,8,6,0
0:2:3,11,2,7,31,0
0:2:3,12,4,7,74,0
0:2:3,11,4,7,78,0
0:2:3,11,2,8,20,0
0:2:3,11,2,7,20,0
0:2:3,18,2,7,56,0
0:2:4,5,0,8,52,0
0:2:4,6,2,7,30,0
0:2:4,8,6,8,60,0
0:2:4,12,0,7,21,0
0:2:4,12,2,7,44,0
0:2:4,13,3,7,51,0
0:2:4,11,0,7,35,0
0:2:4,15,3,8,37,0
0:2:4,13,1,8,81,0
0:2:4,13,0,7,71,0
0:2:5,7,3,8,18,0
0:2:5,10,0,8,43,0
0:2:5,9,1,7,42,0
0:2:5,12,4,8,47,0
0:2:5,9,2,7,23,0
0:2:5,14,0,8,53,0
0:2:5,12,2,8,20,0
0:2:5,12,5,8,69,0
0:2:5,17,4,8,26,0
0:2:5,17,1,7,14,0
0:2:6,10,1,7,70,0
0:2:6,7,6,8,27,0
0:2:6,11,0,8,19,0
0:2:6,11,2,7,58,0
0:2:6,16,0,7,49,0
0:2:6,15,3,8,75,0
0:2:6,18,6,7,74,0
0:2:6,13,2,8,31,0
0:2:6,17,6,8,45,0
0:2:6,19,0,8,17,0
0:3:0,0,4,7,35,0
0:3:0,1,2,7,23,0
0:3:0,2,1,7,32,0
0:3:0,6,1,7,25,0
0:3:0,10,6,7,59,0
0:3:0,6,3,8,69,0
0:3:0,10,6,7,64,0
0:3:0,8,1,8,38,0
0:3:0,11,1,8,9,0
0:3:0,10,3,8,40,0
0:3:1,7,1,7,17,0
0:3:1,8,0,8,6,0
0:3:1,8,6,8,68,0
0:3:1,6,0,7,35,0
0:3:1,7,6,8,65,0
0:3:1,7,4,7,58,0
0:3:1,7,4,8,31,0
0:3:1,8,0,7,52,0
0:3:1,11,1,8,77,0
0:3:1,14,3,7,68,0
0:3:2,7,0,8,52,0
0:3:2,4,1,7,22,0
0:3:2,10,2,7,37,0
0:3:2,5,3,7,32,0
0:3:2,11,4,7,48,0
0:3:2,8,6,8,19,0
0:3:2,8,2,8,77,0
0:3:2,10,6,8,76,0
0:3:2,15,0,8,63,0
0:3:2,12,1,8,71,0
0:3:3,6,0,7,13,0
0:3:3,9,4,8,63,0
0:3:3,10,5,8,7,0
0:3:3,11,0,8,36,0
0:3:3,11,4,7,76,0
0:3:3,12,0,7,42,0
0:3:3,13,2,8,49,0
0:3:3,10,2,8,25,0
0:3:3,13,5,7,24,0
0:3:3,12,5,8,25,0
0:3:4,4,2,7,66,0
0:3:4,5,4,8,45,0
0:3:4,6,1,8,28,0
0:3:4,12,4,8,76,0
0:3:4,12,5,7,25,0
0:3:4,15,3,8,40,0
0:3:4,16,2,7,62,0
0:3:4,11,6,7,33,0
0:3:4,17,2,7,72,0
0:3:4,13,4,7,55,0
0:3:5,7,6,8,40,0
0:3:5,8,1,8,67,0
0:3:5,11,5,7,19,0
0:3:5,12,1,7,76,0
0:3:5,12,2,7,77,0
0:3:5,16,1,7,16,0
0:3:5,13,1,8,13,0
0:3:5,14,3,8,70,0
0:3:5,16,0,7,69,0
0:3:5,19,1,7,14,0
0:3:6,6,4,7,7,0
0:3:6,12,1,8,14,0
0:3:6,11,5,7,28,0
0:3:6,13,5,7,72,0
0:3:6,15,0,8,38,0
0:3:6,15,0,7,73,0
0:3:6,16,5,7,29,0
0:3:6,14,3,8,39,0
0:3:6,19,6,8,55,0
0:3:6,19,5,8,77,0
0:3:7,10,1,7,11,0
0:3:7,11,5,8,16,0
0:3:7,9,2,7,34,0
0:3:7,14,0,7,36,0
0:3:7,13,3,7,45,0
0:3:7,16,6,8,25,0
0:3:7,15,1,7,24,0
0:3:7,20,2,8,46,0
0:3:7,20,0,7,66,0
0:3:7,20,6,7,53,0
0:3:8,11,0,7,21,0
0:3:8,11,5,8,75,0
0:3:8,10,4,8,66,0
0:3:8,16,6,8,50,0
0:3:8,16,0,7,72,0
0:3:8,17,0,7,15,0
0:3:8,20,4,7,50,0
0:3:8,16,0,7,74,0
0:3:8,19,1,7,23,0
0:3:8,17,0,7,51,0
0:3:9,15,2,8,53,0
0:3:9,11,3,7,35,0
0:3:9,15,4,7,22,0
0:3:9,15,1,7,50,0
0:3:9,18,2,7,37,0
0:3:9,17,6,8,70,0
0:3:9,16,5,8,83,0
0:3:9,17,1,7,37,0
0:3:9,23,1,7,52,0
0:3:9,22,2,7,29,0
0:4:0,3,0,8,2,0
0:4:0,3,2,7,22,0
0:4:0,7,1,7,51,0
0:4:0,4,2,7,4,0
0:4:0,10,5,8,10,0
0:4:0,7,3,8,53,0
0:4:0,7,2,7,13,0
0:4:0,8,4,7,25,0
0:4:0,10,0,7,54,0
0:4:0,10,1,8,76,0
0:4:1,5,6,7,29,0
0:4:1,2,6,7,25,0
0:4:1,3,2,7,28,0
0:4:1,7,4,7,58,0
0:4:1,9,0,7,5,0
0:4:1,9,3,8,47,0
0:4:1,11,0,8,39,0
0:4:1,9,3,7,48,0
0:4:1,13,2,8,27,0
0:4:1,13,2,7,75,0
0:4:2,5,1,8,38,0
0:4:2,9,6,7,52,0
0:4:2,7,2,7,45,0
0:4:2,6,3,7,17,0
0:4:2,12,4,7,70,0
0:4:2,13,4,7,67,0
0:4:2,8,2,8,49,0
0:4:2,12,4,8,19,0
0:4:2,15,1,8,23,0
0:4:2,16,4,7,34,0
0:4:3,5,3,7,9,0
0:4:3,10,2,7,43,0
0:4:3,11,5,8,12,0
0:4:3,8,6,8,37,0
0:4:3,12,0,7,16,0
0:4:3,14,0,8,17,0
0:4:3,15,0,8,9,0
0:4:3,12,2,7,42,0
0:4:3,12,5,7,24,0
0:4:3,15,2,7,48,0
0:4:4,9,1,8,38,0
0:4:4,6,5,7,70,0
0:4:4,8,1,7,32,0
0:4:4,9,3,8,57,0
0:4:4,12,2,7,64,0
0:4:4,11,0,8,53,0
0:4:4,13,5,8,24,0
0:4:4,16,3,7,56,0
0:4:4,17,0,7,28,0
0:4:4,16,4,8,60,0
0:4:5,9,3,7,50,0
0:4:5,11,0,8,21,0
0:4:5,13,4,8,18,0
0:4:5,11,1,8,47,0
0:4:5,13,6,7,26,0
0:4:5,10,0,7,41,0
0:4:5,14,1,7,48,0
0:4:5,14,0,8,52,0
0:4:5,14,0,7,17,0
0:4:5,18,5,8,21,0
0:4:6,8,1,8,64,0
0:4:6,7,2,7,45,0
0:4:6,13,4,8,60,0
0:4:6,11,0,8,32,0
0:4:6,15,6,7,34,0
0:4:6,12,1,7,13,0
0:4:6,18,6,8,23,0
0:4:6,18,5,7,51,0
0:4:6,16,5,8,35,0
0:4:6,19,1,8,58,0
0:4:7,8,6,7,18,0
0:4:7,14,0,7,63,0
0:4:7,9,2,7,48,0
0:4:7,10,3,8,14,0
0:4:7,14,2,8,42,0
0:4:7,13,2,7,45,0
0:4:7,16,4,8,70,0
0:4:7,15,0,7,60,0
0:4:7,16,3,7,70,0
0:4:7,22,2,7,37,0
0:4:8,12,5,7,64,0
0:4:8,14,5,7,61,0
0:4:8,14,0,8,63,0
0:4:8,14,6,8,66,0
0:4:8,15,4,8,31,0
0:4:8,17,2,7,67,0
0:4:8,16,2,8,30,0
0:4:8,19,0,7,68,0
0:4:8,19,2,8,26,0
0:4:8,17,5,7,78,0
0:4:9,10,5,7,28,0
0:4:9,14,6,7,21,0
0:4:9,15,3,8,61,0
0:4:9,14,0,7,56,0
0:4:9,14,2,8,37,0
0:4:9,15,4,8,52,0
0:4:9,19,3,7,55,0
0:4:9,22,4,7,51,0
0:4:9,22,5,7,26,0
0:4:9,20,1,7,77,0
0:5:0,5,5,8,54,0
0:5:0,1,0,8,15,0
0:5:0,6,3,8,2,0
0:5:0,9,1,8,58,0
0:5:0,6,0,7,8,0
0:5:0,9,4,8,43,0
0:5:0,6,5,7,57,0
0:5:0,8,0,7,70,0
0:5:0,12,4,8,52,0
0:5:0,10,6,7,74,0
0:5:1,4,5,7,37,0
0:5:1,3,0,7,8,0
0:5:1,7,2,7,50,0
0:5:1,4,5,7,72,0
0:5:1,11,4,7,8,0
0:5:1,10,1,7,42,0
0:5:1,7,4,7,57,0
0:5:1,9,5,8,33,0
0:5:1,12,6,8,42,0
0:5:1,16,3,7,74,0
0:5:2,4,0,7,32,0
0:5:2,9,1,7,52,0
0:5:2,10,6,7,8,0
0:5:2,10,2,7,30,0
0:5:2,12,1,7,58,0
0:5:2,13,2,8,76,0
0:5:2,14,1,8,9,0
0:5:2,9,1,7,65,0
0:5:2,15,2,8,16,0
0:5:2,16,2,7,76,0
0:5:3,9,5,8,48,0
0:5:3,9,0,8,6,0
0:5:3,7,6,7,8,0
0:5:3,10,5,8,47,0
0:5:3,7,3,7,60,0
0:5:3,8,2,8,24,0
0:5:3,10,0,7,59,0
0:5:3,12,2,8,24,0
0:5:3,16,2,7,23,0
0:5:3,14,6,8,30,0
0:5:4,9,6,7,39,0
0:5:4,8,3,8,51,0
0:5:4,10,2,8,61,0
0:5:4,7,2,7,39,0
0:5:4,10,2,7,8,0
0:5:4,12,0,8,57,0
0:5:4,11,3,8,74,0
0:5:4,14,1,7,59,0
0:5:4,14,4,8,47,0
0:5:4,13,6,8,56,0
0:5:5,6,1,7,47,0
0:5:5,10,2,8,34,0
0:5:5,11,1,7,22,0
0:5:5,8,3,8,53,0
0:5:5,11,0,8,78,0
0:5:5,10,1,8,11,0
0:5:5,11,3,7,72,0
0:5:5,18,6,8,69,0
0:5:5,16,5,7,35,0
0:5:5,18,0,7,60,0
0:5:6,11,6,8,49,0
0:5:6,12,3,8,18,0
0:5:6,14,3,8,27,0
0:5:6,13,5,7,34,0
0:5:6,11,2,7,57,0
0:5:6,11,0,8,65,0
0:5:6,18,4,7,44,0
0:5:6,13,1,8,80,0
0:5:6,20,5,7,20,0
0:5:6,15,4,7,35,0
0:5:7,9,3,7,27,0
0:5:7,11,6,8,39,0
0:5:7,10,3,7,22,0
0:5:7,10,2,8,75,0
0:5:7,12,0,7,38,0
0:5:7,18,6,7,53,0
0:5:7,18,3,7,25,0
0:5:7,18,0,8,71,0
0:5:7,18,0,8,84,0
0:5:7,16,6,7,82,0
0:6:0,2,1,8,33,0
0:6:0,6,6,7,11,0
0:6:0,2,4,7,3,0
0:6:0,6,2,7,19,0
0:6:0,6,3,7,12,0
0:6:0,8,1,7,45,0
0:6:0,12,3,7,33,0
0:6:0,7,6,8,58,0
0:6:0,9,3,8,61,0
0:6:0,15,5,7,70,0
0:6:1,7,6,8,38,0
0:6:1,3,5,8,36,0
0:6:1,8,3,8,47,0
0:6:1,4,2,8,54,0
0:6:1,8,1,7,74,0
0:6:1,8,4,8,55,0
0:6:1,8,1,7,67,0
0:6:1,10,6,7,74,0
0:6:1,14,6,7,64,0
0:6:1,10,4,8,49,0
0:6:2,2,4,8,45,0
0:6:2,6,3,7,27,0
0:6:2,5,5,8,4,0
0:6:2,5,3,7,24,0
0:6:2,11,2,8,26,0
0:6:2,7,3,8,39,0
0:6:2,14,3,7,45,0
0:6:2,15,0,7,43,0
0:6:2,16,4,8,52,0
0:6:2,17,0,8,14,0
0:6:3,6,0,8,55,0
0:6:3,7,3,8,40,0
0:6:3,5,5,8,52,0
0:6:3,8,6,8,66,0
0:6:3,12,5,7,11,0
0:6:3,11,5,8,52,0
0:6:3,12,1,8,29,0
0:6:3,12,2,7,71,0
0:6:3,13,2,7,74,0
0:6:3,12,4,7,59,0
0:6:4,9,0,7,53,0
0:6:4,7,4,8,34,0
0:6:4,8,4,7,46,0
0:6:4,10,3,8,30,0
0:6:4,8,1,7,35,0
0:6:4,13,6,8,43,0
0:6:4,15,1,8,34,0
0:6:4,11,3,7,71,0
0:6:4,12,4,8,48,0
0:6:4,17,3,8,55,0
0:6:5,8,2,8,35,0
0:6:5,7,0,7,42,0
0:6:5,8,3,7,48,0
0:6:5,13,3,8,19,0
0:6:5,13,3,7,60,0
0:6:5,10,5,7,46,0
0:6:5,12,3,8,20,0
0:6:5,16,6,8,71,0
0:6:5,14,2,7,38,0
0:6:5,17,5,8,42,0
0:6:6,8,0,7,9,0
0:6:6,11,3,8,24,0
0:6:6,9,5,7,30,0
0:6:6,9,4,7,29,0
0:6:6,12,0,7,32,0
0:6:6,14,4,8,44,0
0:6:6,14,4,7,69,0
0:6:6,14,6,8,16,0
0:6:6,20,0,8,59,0
0:6:6,16,1,7,16,0
0:7:0,0,2,7,44,0
0:7:0,6,3,7,12,0
0:7:0,4,3,8,65,0
0:7:0,7,0,8,23,0
0:7:0,5,4,7,22,0
0:7:0,6,5,8,50,0
0:7:0,12,3,8,14,0
0:7:0,12,6,7,18,0
0:7:0,10,0,7,37,0
0:7:0,13,3,8,59,0
0:7:1,6,3,8,8,0
0:7:1,8,1,8,69,0
0:7:1,7,0,8,32,0
0:7:1,4,4,8,7,0
0:7:1,5,5,8,15,0
0:7:1,6,3,7,48,0
0:7:1,13,3,7,75,0
0:7:1,14,3,8,66,0
0:7:1,12,3,7,42,0
0:7:1,12,3,8,34,0
0:7:2,4,6,7,2,0
0:7:2,6,3,8,19,0
0:7:2,7,5,7,59,0
0:7:2,5,4,8,52,0
0:7:2,12,0,7,17,0
0:7:2,8,5,8,29,0
0:7:2,10,6,8,15,0
0:7:2,9,4,7,49,0
0:7:2,15,6,7,35,0
0:7:2,12,2,8,67,0
0:7:3,4,4,8,24,0
0:7:3,4,1,8,35,0
0:7:3,11,2,8,30,0
0:7:3,10,1,8,59,0
0:7:3,8,6,8,21,0
0:7:3,10,5,7,61,0
0:7:3,15,2,7,25,0
0:7:3,15,4,8,22,0
0:7:3,15,0,8,76,0
0:7:3,12,6,7,64,0
0:7:4,4,2,8,33,0
0:7:4,11,2,7,58,0
0:7:4,8,4,7,33,0
0:7:4,9,3,7,17,0
0:7:4,14,3,8,15,0
0:7:4,9,2,8,16,0
0:7:4,14,3,7,14,0
0:7:4,12,3,8,38,0
0:7:4,13,0,7,67,0
0:7:4,19,1,8,55,0
0:7:5,10,2,7,15,0
0:7:5,9,1,7,73,0
0:7:5,8,2,7,67,0
0:7:5,8,3,8,19,0
0:7:5,13,0,7,44,0
0:7:5,10,4,8,68,0
0:7:5,13,1,8,21,0
0:7:5,12,1,7,38,0
0:7:5,14,4,8,45,0
0:7:5,20,4,7,15,0
0:7:6,7,4,8,22,0
0:7:6,12,5,8,22,0
0:7:6,13,1,7,45,0
0:7:6,15,4,8,63,0
0:7:6,12,2,7,66,0
0:7:6,12,0,7,70,0
0:7:6,16,1,8,30,0
0:7:6,17,2,7,45,0
0:7:6,18,4,7,46,0
0:7:6,21,1,8,20,0
0:7:7,13,6,7,46,0
0:7:7,10,0,7,63,0
0:7:7,15,2,8,9,0
0:7:7,10,3,8,35,0
0:7:7,14,3,8,19,0
0:7:7,12,0,8,68,0
0:7:7,19,2,8,31,0
0:7:7,18,2,7,42,0
0:7:7,20,5,7,45,0
0:7:7,22,0,8,38,0
0:7:8,12,2,7,74,0
0:7:8,15,2,8,64,0
0:7:8,12,5,7,54,0
0:7:8,17,1,7,50,0
0:7:8,14,3,8,61,0
0:7:8,17,1,7,58,0
0:7:8,20,3,8,63,0
0:7:8,19,6,7,26,0
0:7:8,20,2,8,63,0
0:7:8,23,4,7,48,0
0:8:0,6,4,8,61,0
0:8:0,1,0,8,23,0
0:8:0,7,0,7,37,0
0:8:0,9,0,8,30,0
0:8:0,6,5,7,69,0
0:8:0,11,3,7,66,0
0:8:0,9,1,7,15,0
0:8:0,12,0,8,20,0
0:8:0,14,3,7,8,0
0:8:0,13,3,8,77,0
0:8:1,6,3,7,6,0
0:8:1,4,6,7,8,0
0:8:1,5,3,7,32,0
0:8:1,6,2,7,13,0
0:8:1,10,1,7,5,0
0:8:1,12,2,7,25,0
0:8:1,10,3,8,22,0
0:8:1,13,6,8,39,0
0:8:1,14,4,8,59,0
0:8:1,11,0,8,18,0
0:8:2,8,6,8,21,0
0:8:2,9,3,7,13,0
0:8:2,9,4,7,61,0
0:8:2,10,1,7,42,0
0:8:2,8,0,7,14,0
0:8:2,8,4,7,25,0
0:8:2,14,0,8,67,0
0:8:2,14,4,7,60,0
0:8:2,13,1,7,63,0
0:8:2,16,1,8,59,0
0:8:3,7,3,7,39,0
0:8:3,4,0,7,28,0
0:8:3,7,1,8,30,0
0:8:3,10,6,7,43,0
0:8:3,12,3,8,63,0
0:8:3,11,4,7,22,0
0:8:3,10,0,8,40,0
0:8:3,15,6,7,10,0
0:8:3,13,5,7,51,0
0:8:3,17,2,8,28,0
0:8:4,8,2,8,68,0
0:8:4,6,0,7,29,0
0:8:4,10,6,7,55,0
0:8:4,8,1,8,41,0
0:8:4,12,0,8,10,0
0:8:4,11,4,7,22,0
0:8:4,10,0,8,32,0
0:8:4,14,0,8,60,0
0:8:4,17,6,7,64,0
0:8:4,17,2,8,33,0
0:8:5,8,3,8,45,0
0:8:5,10,0,7,29,0
0:8:5,11,5,8,8,0
0:8:5,10,2,7,42,0
0:8:5,13,6,8,78,0
0:8:5,16,1,8,23,0
0:8:5,12,4,8,44,0
0:8:5,12,1,7,51,0
0:8:5,16,0,8,52,0
0:8:5,17,5,7,32,0
0:8:6,7,2,8,20,0
0:8:6,7,3,8,52,0
0:8:6,10,5,7,60,0
0:8:6,11,3,8,22,0
0:8:6,14,0,8,18,0
0:8:6,14,5,7,15,0
0:8:6,17,2,7,39,0
0:8:6,14,5,7,13,0
0:8:6,17,0,7,58,0
0:8:6,19,4,8,19,0
0:8:7,9,1,8,40,0
0:8:7,11,6,7,64,0
0:8:7,12,3,8,31,0
0:8:7,11,1,8,17,0
0:8:7,12,3,8,16,0
0:8:7,15,2,7,54,0
0:8:7,15,0,7,55,0
0:8:7,17,6,8,82,0
0:8:7,15,3,7,37,0
0:8:7,21,0,8,84,0
0:8:8,8,2,8,35,0
0:8:8,15,3,7,34,0
0:8:8,16,3,7,39,0
0:8:8,12,4,8,46,0
0:8:8,17,1,8,46,0
0:8:8,15,3,8,65,0
0:8:8,19,0,8,53,0
0:8:8,20,6,7,76,0
0:8:8,20,0,8,34,0
0:8:8,19,6,7,35,0
0:8:9,10,1,7,51,0
0:8:9,10,1,8,26,0
0:8:9,14,4,7,74,0
0:8:9,13,3,7,23,0
0:8:9,16,1,7,14,0
0:8:9,16,5,7,71,0
0:8:9,17,5,8,31,0
0:8:9,16,3,7,55,0
0:8:9,17,1,8,64,0
0:8:9,23,4,8,66,0
0:9:0,6,4,7,49,0
0:9:0,4,1,8,40,0
0:9:0,6,1,7,35,0
0:9:0,7,1,8,43,0
0:9:0,8,4,8,33,0
0:9:0,11,5,7,70,0
0:9:0,8,3,8,74,0
0:9:0,10,2,8,62,0
0:9:0,14,0,7,27,0
0:9:0,11,0,8,20,0
0:9:1,5,5,7,48,0
0:9:1,2,3,7,68,0
0:9:1,5,1,8,63,0
0:9:1,5,1,8,19,0
0:9:1,8,2,8,34,0
0:9:1,6,5,8,33,0
0:9:1,7,3,8,36,0
0:9:1,10,0,7,27,0
0:9:1,11,6,8,18,0
0:9:1,10,4,7,53,0
0:9:2,5,0,7,45,0
0:9:2,5,0,7,22,0
0:9:2,5,5,7,38,0
0:9:2,10,6,8,59,0
0:9:2,11,5,8,69,0
0:9:2,12,5,7,37,0
0:9:2,14,0,8,67,0
0:9:2,14,5,7,74,0
0:9:2,13,3,7,73,0
0:9:2,12,1,8,65,0
0:9:3,7,5,8,57,0
0:9:3,9,4,7,69,0
0:9:3,5,2,8,69,0
0:9:3,8,4,7,40,0
0:9:3,9,3,8,67,0
0:9:3,10,0,7,70,0
0:9:3,12,1,7,31,0
0:9:3,14,3,8,34,0
0:9:3,11,1,8,50,0
0:9:3,14,1,8,69,0
0:9:4,7,6,7,5,0
0:9:4,6,1,7,58,0
0:9:4,10,4,8,35,0
0:9:4,13,6,7,64,0
0:9:4,10,3,7,10,0
0:9:4,11,6,7,12,0
0:9:4,13,1,8,49,0
0:9:4,17,1,8,40,0
0:9:4,15,6,7,37,0
0:9:4,13,2,7,20,0
0:9:5,10,5,7,8,0
0:9:5,10,3,8,16,0
0:9:5,9,6,7,75,0
0:9:5,11,4,8,77,0
0:9:5,10,1,8,37,0
0:9:5,12,0,7,54,0
0:9:5,12,5,8,55,0
0:9:5,12,4,8,67,0
0:9:5,14,4,7,22,0
0:9:5,16,2,7,65,0
0:9:6,9,6,7,75,0
0:9:6,8,2,8,75,0
0:9:6,12,0,7,68,0
0:9:6,9,2,7,30,0
0:9:6,16,0,7,33,0
0:9:6,13,2,8,49,0
0:9:6,16,5,7,45,0
0:9:6,18,1,7,67,0
0:9:6,15,2,7,14,0
0:9:6,17,0,7,51,0
0:9:7,12,1,7,75,0
